Item,Description,Brand,Packaging,Ship,Weight,Volume,Qty Break,Price
12100214,Thai Noodle Sauce (Namya),Mae Sri,48x4 OZ,CS,17.00,0.01,0,47.00
12100215,Kaeng Par Curry Paste,Mae Sri,48x4 OZ,CS,17.00,0.01,0,47.00
12100216,Sweet Thai Noodle Sau./Namprik,Mae Sri,48x4 OZ,CS,17.00,0.01,0,47.00
12100218,Prik Khing Curry Paste,Mae Sri,48x4 OZ,CS,17.00,0.01,0,47.00
,,,,,,,10,46.39
,,,,,,,30,45.83
12100220,Kaeng Kua Curry Paste,Mae Sri,48x4 OZ,CS,17.00,0.01,0,47.00
12100222,Leang Curry Paste,Mae Sri,48x4 OZ,CS,17.00,0.01,0,47.00
12100224,Chu Chee Curry Paste,Mae Sri,48x4 OZ,CS,17.00,0.01,0,47.00
12100226,Tom Yum Paste,Mae Sri,24x8 OZ,CS,23.00,0.01,0,43.75
12100228,Pad Thai Stir Fry Sauce,Mae Sri,24x9 OZ,CS,25.00,0.01,0,46.25
12100230,Red Curry Soup,Mae Sri,12x14 OZ,CS,13.00,0.01,0,21.75
12100232,Green Curry Soup,Mae Sri,12x14 OZ,CS,13.00,0.01,0,21.75
12100236,Masaman Curry Soup,Mae Sri,12x14 OZ,CS,13.00,0.01,0,21.75
12100238,Tom Yum Soup,Mae Sri,12x14 OZ,CS,13.00,0.01,0,19.75
12100239,Tom Kha Soup,Mae Sri,12x14 OZ,CS,13.00,0.01,0,21.75
12100240,Shrimp Powder (L),Mae Sri,24x6 OZ,CS,24.00,0.03,0,143.50
,,,,,,,5,142.35
,,,,,,,44,141.78
12100244,Shrimp Powder W/Chilli (S),Mae Sri,24x3 OZ,CS,16.00,0.01,0,79.25
12100245,Fish Powder (L),Mae Sri,24x6.35 OZ,CS,24.00,0.03,0,78.00
,,,,,,,5,77.45
,,,,,,,44,76.91
12100246,Fish Powder (S),Mae Sri,24x3.17 OZ,CS,16.00,0.01,0,43.25
12100250,Red Curry Paste (Vac.Pk),Mae Sri,12x14 OZ,CS,13.00,0.01,0,36.50
,,,,,,,3,35.30
,,,,,,,10,34.68
12100251,Prik Khing Curry Paste (Vac.Pk),Mae Sri,12x14 OZ,CS,13.00,0.01,0,36.50
,,,,,,,3,35.30
,,,,,,,10,34.68
12100252,Green Curry Paste (Vac.Pk),Mae Sri,12x14 OZ,CS,13.00,0.01,0,36.50
,,,,,,,3,35.30
,,,,,,,10,34.68
12100253,Panang Curry Paste (Vac.Pk),Mae Sri,12x14 OZ,CS,13.00,0.01,0,36.50
,,,,,,,3,35.30
,,,,,,,10,34.68
12100254,Masaman Curry Paste (Vac.Pk),Mae Sri,12x14 OZ,CS,13.00,0.01,0,36.50
,,,,,,,3,35.30
,,,,,,,10,34.68
12100256,Namya Curry Paste (Vac.Pk),Mae Sri,12x14 OZ,CS,13.00,0.01,0,36.50
,,,,,,,3,35.30
,,,,,,,10,34.68
12100257,Sour Curry Paste (Vac.Pk),Mae Sri,12x14 OZ,CS,13.00,0.01,0,36.50
,,,,,,,3,35.30
,,,,,,,10,34.68
12100258,Kaeng Par Curry Paste (Vac.Pk),Mae Sri,12x14 OZ,CS,13.00,0.01,0,36.50
,,,,,,,3,35.30
,,,,,,,10,34.68
12100259,Tom Yum Paste (Vac.Pk),Mae Sri,12x14 OZ,CS,13.00,0.01,0,36.50
,,,,,,,3,35.30
,,,,,,,10,34.68
12100260,Red Curry Paste (1 KG),Mae Sri,6x2 LB 3 OZ,CS,16.00,0.02,0,41.50
,,,,,,,3,40.30
,,,,,,,10,39.72
12100261,Green Curry Paste (1 KG),Mae Sri,6x2 LB 3 OZ,CS,16.00,0.02,0,41.50
,,,,,,,3,40.30
,,,,,,,10,39.72
12100262,Tom Yum Paste (1 KG),Mae Sri,6x2 LB 3 OZ,CS,16.00,0.02,0,41.50
,,,,,,,3,40.30
,,,,,,,10,39.72
12100263,Nam Prik Pao (M-16),Mae Sri,24x16 OZ,CS,38.00,0.03,0,84.50
,,,,,,,5,83.91
,,,,,,,44,82.47
12100264,Nam Prik Pao (L-24),Mae Sri,12x24 OZ,CS,29.00,0.02,0,64.50
12100266,Ground Chilli in Soy Bean Oil,Mae Sri,24x7 OZ,CS,23.00,0.01,0,44.25
12100267,Chilli Paste W/Holy Basil Leaves,Mae Sri,24x7 OZ,CS,23.00,0.01,0,45.75
,,,,,,,2,43.87
,,,,,,,5,42.04
12100269,Chilli Paste W/Sweet Basil Leaves,Mae Sri,24x7 OZ,CS,23.00,0.01,0,46.25
12100270,Chilli Paste Mangda,Mae Sri,24x7 OZ,CS,23.00,0.01,0,46.25
12100272,Chilli Paste Plat Tu,Mae Sri,24x7 OZ,CS,23.00,0.01,0,46.25
12100274,Chilli Pasted Ta Dang,Mae Sri,24x7 OZ,CS,23.00,0.01,0,46.25
12100280,Fri.Dry Chilli Mixed Klang Doung,Mae Sri,24x2.8 OZ,CS,16.00,0.01,0,51.25
12100281,Panang Curry Paste (1 KG),Mae Sri,6x2 LB 3 OZ,CS,16.00,0.02,0,41.50
,,,,,,,3,40.30
,,,,,,,10,39.72
12100282,Masaman Curry Paste (1 KG),Mae Sri,6x2 LB 3 OZ,CS,16.00,0.02,0,41.50
,,,,,,,3,40.30
,,,,,,,10,39.72
12100283,Pad Thai Stir Fry Sauce (35oz),Mae Sri,6x35 OZ,CS,16.00,0.01,0,41.50
12100284,Karee Curry Paste (Yellow Curry) (1KG),Mae Sri,6x2 LB 3 OZ,CS,16.00,0.02,0,41.50
12100310,Chilli Powder (Fine),Mae Sri,50x3.5 OZ,CS,12.00,0.02,0,57.25
12100312,Chilli Powder (Coarse),Mae Sri,50x3.5 OZ,CS,12.00,0.03,0,57.25
12100314,Chili Powder (Coarse) 1kg,Mae Sri,16x1 KG,CS,39.00,0.06,0,196.25
12100560,Red Curry Paste (3 KG),Mae Sri,4x6.61 LBS,CS,30.00,0.02,0,79.50
12100561,Green Curry Paste (3 KG),Mae Sri,4x6.61 LBS,CS,30.00,0.02,0,79.50
12100562,Maesri Panang Curry Paste,Mae Sri,4x6.61 LBS,CS,29.00,0.02,0,79.50
12100563,Masaman Curry Pate (3 KG),Mae Sri,4x6.61 LBS,CS,30.00,0.02,0,79.50
12100564,Keang Kua Curry Paste (3 KG),Mae Sri,4x6.61 LBS,CS,30.00,0.02,0,79.50
12100583,Pad Thai Sauce (3 KG),Mae Sri,4x6.61 LBS,CS,30.00,0.02,0,79.50
12100584,Karee Curry Paste (3 KG),Mae Sri,4x6.61 LBS,CS,30.00,0.02,0,79.50
12100600,Sitr Fry Red Curry Paste (Curry for Stir Fry Dishes),Mae Sri,24x7 OZ,CS,23.00,0.01,0,49.25
12100610,Nam Pla Wan Fruit Dip (Hot),Mae Sri,24x8 OZ,CS,25.00,0.01,0,47.25
12100710,Bai Ya Nang Leaves Extract (Nam Bai Ya Nang),Mae Sri,12x14 FL.OZ,CS,13.00,0.01,0,22.25
12100712,Pan-Dan Leaves Extract (Nam Bai Toey),Mae Sri,12x14 FL.OZ,CS,13.00,0.01,0,22.25
12100800,Preserved Garlic,Mae Sri,24x16 OZ,CS,43.00,0.03,0,60.50
12100804,Preserved Lemon,Mae Sri,24x16 OZ,CS,41.00,0.03,0,51.50
12100806,Preserved Mango,Mae Sri,24x7 OZ,CS,15.00,0.03,0,56.75
12100807,Star Gooseberry(300g),Mae Sri,24x10.5 OZ,CS,20.00,0.02,0,104.75
12100840,Fried Garlic,Mae Sri,24x10.5 OZ,CS,22.00,0.04,0,107.00
12100858,Fried Shallot,Mae Sri,24x7 OZ,CS,17.00,0.04,0,95.50
12100861,Fried Shallot 500G,Mae Sri,10x500 G,CS,13.00,0.03,0,96.75
12100900,Thai Stir Fried Rice Stick (Pad Thai),Mae Sri,12x200 G,CS,7.00,0.01,0,19.00
12200101,Yellow Sriracha Chilli Sauce (S),3Mountains,12x10 OZ,CS,9.00,0.01,0,25.25
,,,,,,,10,24.62
,,,,,,,52,24.37
,,,,,,,156,22.85
12200103,Original Sriracha Chili Sauce (M),3Mountains,12 x18.7 OZ,CS,16.54,0.01,0,0.00
12200104,Yellow Sriracha Chili Sauce (M),3Mountains,12x 18.7 OZ,CS,16.54,0.01,0,0.00
12200111,Original Sriracha Chili Sauce,3Mountains,12x10 OZ,CS,9.00,0.01,0,23.25
12200112,Green Sriracha Chili Sauce,3Mountains,12x10 OZ,CS,9.00,0.01,0,25.25
,,,,,,,10,24.62
,,,,,,,52,24.37
,,,,,,,156,22.85
12201000,Bamboo Shoot Tip/Ruak (Tin),Asian Best,1x39 LBS,CS,43.00,0.02,0,42.50
12201001,Bamboo Shoot Whole Pai Rai (Tin),Asian Best,1x40 LBS,CS,44.00,0.02,0,47.50
12201002,Bamboo Shoot Stripped (Tin),Asian Best,1x40 LBS,CS,44.00,0.02,0,39.50
,,,,,,,3,38.75
,,,,,,,10,38.00
12201003,Bamboo Shoot Tip (Tin),Asian Best,1x40 LBS,CS,44.00,0.02,0,42.50
,,,,,,,3,41.69
,,,,,,,10,40.93
12201004,Bamboo Shoot Slice (Tin),Asian Best,1x40 LBS,CS,44.00,0.02,0,40.00
12201007,Bamboo Shoot Stripped (104 OZ),Asian Best,6x104 OZ,CS,45.00,0.03,0,43.50
12201008,Bamboo Shoot Sliced (104 OZ),Asian Best,6x104 OZ,CS,44.00,0.03,0,40.00
12201011,Bamboo Shoot Whole Pai Rai (19 OZ),Asian Best,24x19 OZ,CS,35.00,0.02,0,40.00
12201013,Bamboo Shoot Stripped in Water (20 OZ),Asian Best,24x20 OZ,CS,35.00,0.02,0,34.50
12201015,Bamboo Shoot Sliced (20 OZ),Asian Best,24x20 OZ,CS,35.00,0.02,0,37.50
12201016,Bamboo Shoot Half (20 OZ),Asian Best,24x20 OZ,CS,35.00,0.02,0,33.50
12201018,Bamboo Shoot Tip (20 OZ),Asian Best,24x20 OZ,CS,35.00,0.02,0,33.50
,,,,,,,3,32.91
,,,,,,,10,32.33
12201020,Bamboo Shoot Whole (Pairuak) 19 OZ,Asian Best,24x19 OZ,CS,35.00,0.02,0,36.50
12201022,Bamboo Shoot Stripped (8 OZ),Asian Best,24x8 OZ,CS,17.00,0.01,0,22.75
12201025,Bamboo Shoot Whole Pai Rai (42 OZ),Asian Best,12x42 OZ,CS,37.00,0.03,0,44.50
12201027,Whole Pai Ruak Bamboo Shoots in Water (42 OZ),Asian Best,12x42 OZ,CS,38.00,0.02,0,42.50
12201040,Water Chestnut Whole (8 OZ),Asian Best,24x8 OZ,CS,16.00,0.01,0,28.75
,,,,,,,2,28.18
,,,,,,,10,27.60
12201042,Water Chestnut Whole (19 OZ),Asian Best,24x19 OZ,CS,36.00,0.02,0,56.50
,,,,,,,2,55.94
,,,,,,,10,55.37
12201044,Water Chestnut Sliced (8 OZ),Asian Best,24x8 OZ,CS,16.00,0.01,0,27.75
,,,,,,,2,27.22
,,,,,,,10,26.67
12201046,Water Chestnut Sliced (29 OZ),Asian Best,24x29 OZ,CS,52.00,0.03,0,81.75
12201047,Water Chestnut Sliced (104 OZ),Asian Best,6x104.06 OZ,CS,46.00,0.03,0,65.50
12201078,Cream Style Corn,Asian Best,24x14 OZ,CS,27.00,0.02,0,21.50
12201079,Whole Kernel Corn In Brine,Asian Best,24x15 OZ,CS,26.00,0.02,0,26.50
12201082,Oyster Mushroom,Asian Best,24x14 OZ,CS,27.00,0.02,0,33.50
12201090,Stir Fry Mixed Vegetables,Asian Best,24x15 OZ,CS,26.00,0.02,0,35.50
12201110,Sugar Cane in Syrup,Asian Best,12x42 OZ,CS,40.00,0.03,0,41.50
12201120,Todd palm seeds sliced with jackfruit stripped,Asian Best,24x 20 OZ,,35.28,0.02,0,0.00
12202202,Toddy Palm Whole,Asian Best,24x20 OZ,CS,38.00,0.02,0,54.50
12202204,Toddy Palm Sliced,Eastland,24x20 OZ,CS,38.00,0.02,0,55.00
12202205,Rambutan in Syrup,Asian Best,24x20 OZ,CS,36.00,0.02,0,65.00
12202207,Rambutan W/Pineapple,Asian Best,24x20 OZ,CS,36.00,0.02,0,71.50
12202210,Attap Fruit in Syrup,Asian Best,24x20 OZ,CS,38.00,0.02,0,55.00
12202214,Jackfruit in Syrup,Asian Best,24x20 OZ,CS,37.00,0.02,0,43.50
12202400,Concentrated Cooking Tamarind,Asian Best,24x16 OZ,CS,28.00,0.02,0,40.50
,,,,,,,5,39.89
12203300,Quail Eggs in Water,Asian Best,24x15 OZ,CS,26.00,0.02,0,50.50
,,,,,,,2,49.44
,,,,,,,5,48.38
12203312,Green Jackfruit in Brine,Asian Best,24x19 OZ,CS,35.00,0.02,0,33.50
12300011,Seasoning Sauce Green Cap (600 ML),G.M,12x600 ML,CS,31.00,0.02,0,26.50
,,,,,,,10,26.10
,,,,,,,60,25.68
,,,,,,,120,24.86
12300012,Seasoning Sauce Green Cap (200 ML),G.M,24x200 ML,CS,23.00,0.02,0,23.25
12300013,Seasoning Sauce Green Cap (1LT),G.M,12x1 LT,CS,34.00,0.02,0,28.50
12300015,Seasoning Sauce Yellow Cap (210 ML),G.M,12x210 ML,CS,8.00,0.01,0,13.25
,,,,,,,2,12.10
12300016,Seasoning Sauce Yellow Cap (110 ML),G.M,24x110 ML,CS,9.00,0.01,0,17.25
12300020,Distilled Vinegar (L),G.M,12x1 LT,CS,28.00,0.02,0,24.00
12300022,Distilled Vinegar (S),G.M,24x200 ML,CS,21.00,0.02,0,14.25
12300030,G.M. Oyster Sauce,G.M,12x660 G,CS,29.00,0.02,0,24.50
,,,,,,,3,24.11
,,,,,,,30,23.69
,,,,,,,60,23.30
12300051,Sriraja Chilli Sauce (Strong Hot-L),Sriraja,12x570 G,CS,25.00,0.02,0,29.25
12300052,Sriraja Chilli Sauce (Strong Hot-S),Sriraja,12x250 G,CS,14.00,0.01,0,16.25
12300512,Longan In Syrup,Asian Best,24x565 G,CS,36.00,0.02,0,48.50
,,,,,,,10,47.97
12400100,Prawn Crackers (Bag),Hanami,24x100 G,CS,8.00,0.05,0,30.50
12400102,Prawn Crackers (Hot) Bag,Hanami,24x60 G,CS,5.00,0.05,0,28.50
12400150,Prawn Crackers (Can),Hanami,12x110 G,CS,9.00,0.03,0,30.25
12400152,Prawn Crackers (Hot) Can,Hanami,12x110 G,CS,7.00,0.03,0,30.25
,,,,,,,3,29.60
12400304,Euro Custard Cake,Euro,12x12x17 G,CS,9.00,0.04,0,35.50
,,,,,,,3,34.86
,,,,,,,50,34.22
12400305,Euro Strawberry Cake,Euro,12x12x17 G,CS,9.00,0.04,0,35.50
,,,,,,,3,34.86
,,,,,,,50,34.22
12400306,Euro Capuchino Cake,Euro,12x12x17 G,CS,9.00,0.04,0,35.50
,,,,,,,3,34.86
,,,,,,,50,34.22
12400307,Euro Marble Cake,Euro,12x12x17 G,CS,9.00,0.04,0,35.50
,,,,,,,3,34.86
,,,,,,,50,34.22
12400308,Euro Banana Cake,Euro,12x12x17 G,CS,9.00,0.05,0,35.50
,,,,,,,3,34.86
,,,,,,,50,34.22
12400309,Euro Pandan Cake,Euro,12x12x17 G,CS,9.00,0.05,0,35.50
,,,,,,,3,34.86
,,,,,,,50,34.22
12400400,Potato Snack,Potae,6x3x48 G,CS,3.00,0.05,0,34.25
12400410,Paprika Potato Snack 48 G,Paprika,6x3x48 G,CS,3.00,0.05,0,34.25
12400420,Cornae American Corn Snack,Cornae,6x3x1.69 OZ,CS,3.00,0.04,0,25.25
12400510,Wheat crackers Original flavor,DaiKiChi,24x1.94 OZ,CS,4.00,0.01,0,13.75
12400518,Wheat Crackers Hot and Spicy Flavor,DaiKiChi,24x1.94 OZ,CS,4.00,0.01,0,13.75
12400600,Cashew Nut Bars,Wholesome,12x3 OZ,CS,4.00,0.01,0,27.25
12400602,White Sesame Bars,Wholesome,12x4.2 OZ,CS,5.00,0.02,0,27.25
12400604,Black Sesame Bars,Wholesome,12x4.2 OZ,CS,5.00,0.02,0,27.25
12400700,Coco Rice Roll Coconut Milk Flavour,Coco Rice,12x3.53 OZ,CS,4.00,0.03,0,21.75
12400701,Coco Rice Roll Durian Flavour,Coco Rice,12x3.53 OZ,CS,4.00,0.03,0,21.75
12400702,Coco Rice Roll Pandan Flavour,Coco Rice,12x3.53 OZ,CS,4.00,0.03,0,21.75
12400804,Bean Vermicelli,Asian Best,20x8.82 OZ,CS,15.00,0.06,0,51.50
12401100,Crispy White Sardine Original,Chaolay,4x6x3.53 OZ,CS,7.00,0.04,0,56.75
12401101,Crispy White Sardine Tom Yum,Chaolay,4x6x3.53 OZ,CS,7.00,0.04,0,56.75
12401102,Crispy White Sardine Black Pepper,Chaolay,4x6x3.53 OZ,CS,7.00,0.04,0,56.75
12401103,Crispy White Sardine Larb,Chaolay,4x6x3.53 OZ,CS,7.00,0.04,0,56.75
12401104,Crispy White Sardine Sweet Chili,Chaolay,24x100 G,CS,7.00,0.04,0,56.75
12401202,Crispy Crumbed Fish with Basil,Chaolay,5x6x1.76 OZ,CS,4.00,0.02,0,52.75
12502010,Cocoking Coconut Milk (20%),Cocoking,24x400 ML,CS,25.00,0.02,0,31.25
,,,,,,,5,30.55
,,,,,,,10,30.19
,,,,,,,40,29.84
,,,,,,,80,29.16
12502012,Cocoking Coconut Milk (17%),Cocoking,24x400 ML,CS,25.00,0.02,0,29.25
,,,,,,,5,28.55
,,,,,,,10,28.20
,,,,,,,40,27.85
,,,,,,,80,27.14
12502500,Coconut Cream Powder,Cocoking,24x60 G,CS,4.00,0.01,0,15.25
12502831,Coconut Water Aluminum Can (S),Cocoking,24x310 ML,CS,19.00,0.01,0,18.25
,,,,,,,3,17.59
,,,,,,,10,16.92
,,,,,,,90,16.59
12502835,Coconut Water Aluminum Can (L),Cocoking,24x500 ML,CS,29.00,0.02,0,27.00
,,,,,,,3,26.27
,,,,,,,12,24.79
,,,,,,,63,24.03
12502841,Natural Coconut Water- Can (100%),Cocoking,24x500 ML,CS,29.00,0.02,0,29.50
,,,,,,,3,28.73
,,,,,,,12,27.17
,,,,,,,63,26.40
12502842,Coconut Water 100% No Pulps,Cocoking,12x33.8 FL.OZ,CS,30.00,0.02,0,34.50
,,,,,,,3,33.67
,,,,,,,12,32.05
,,,,,,,63,31.26
12505005,Aloe Vera Juice Drink White Grape Flavour,Kokozo Vera,20x16.9 FL.OZ,CS,25.00,0.02,0,21.75
,,,,,,,10,20.95
,,,,,,,84,20.14
12505007,Aloe Vera Juice Drink Mango Flavour,Kokozo Vera,20x16.9 FL.OZ,CS,25.00,0.02,0,21.75
,,,,,,,10,20.95
,,,,,,,84,20.14
12505009,Aloe Vera Juice Drink Lychee Flavour,Kokozo Vera,20x16.9 FL.OZ,CS,25.00,0.02,0,21.75
,,,,,,,10,20.95
,,,,,,,84,20.14
12505105,Aloe Vera Juice Drink White Grape Flavour (L),Vera,12x50.7 FL.OZ,CS,43.00,0.03,0,29.00
,,,,,,,10,28.28
,,,,,,,44,27.55
12505109,Aloe Vera Juice Drink Lychee Flavour (L),Vera,12x50.7 FL.OZ,CS,43.00,0.03,0,29.00
,,,,,,,10,28.28
,,,,,,,44,27.55
12505201,Nata De Coco Coconut Drink,Kokozo,24x10.80 OZ,CS,20.00,0.02,0,20.25
,,,,,,,10,19.39
,,,,,,,78,18.53
12505203,Mango Juice W/Nata De Coco (25% Juice),Kokozo,24x10.80 OZ,CS,20.00,0.02,0,20.25
,,,,,,,10,19.39
,,,,,,,78,18.53
12505205,Pineapple Juice W/Nata De Coco(25% Juice),Kokozo,24x10.80 OZ,CS,20.00,0.02,0,20.25
,,,,,,,10,19.39
,,,,,,,78,18.53
12505209,Melon Juice W/Nata De Coco (25% Juice),Kokozo,24x10.80 OZ,CS,20.00,0.02,0,20.25
,,,,,,,10,19.39
,,,,,,,78,18.53
12505211,Lychee Juice W/Nata De Coco (25% Juice),Kokozo,24x10.80 OZ,CS,20.00,0.02,0,20.25
,,,,,,,10,19.39
,,,,,,,78,18.53
12505213,Strawberry Juice W/Nata De Coco (25% Juice),Kokozo,24x10.80 OZ,CS,20.00,0.02,0,20.25
,,,,,,,10,19.39
,,,,,,,78,18.53
12505217,Orange Juice W/Nata De Coco (25% Juice),Kokozo,24x10.80 OZ,CS,20.00,0.02,0,20.25
,,,,,,,10,19.39
,,,,,,,78,18.53
12601010,Lotus Stalk In Brine,Tas,24x15 OZ,CS,36.00,0.03,0,43.00
12601020,Lotus Rootlets In Brine,Tas,24x15 OZ,CS,38.00,0.03,0,48.50
,,,,,,,5,47.72
12601040,Sour Sliced Bamboo Shoot,Tas,12x26.5 OZ,CS,27.00,0.02,0,41.50
12601045,Spiced Sour Sliced Bamboo Shoot,Tas,6x55 OZ,CS,27.00,0.02,0,43.00
12602015,Young Coconut Pulp in Syrup,Tas,24x15 OZ,CS,27.00,0.02,0,37.50
12602052,Yg.Coconut & Tapioca Pearl,Tas,24x8.5 OZ,CS,16.00,0.01,0,26.75
12602054,Red Bean & Tapioca Pearl,Tas,24x8.5 OZ,CS,16.00,0.01,0,26.75
12602200,Green Jackfruit In Brine,Tas,24x20 OZ,CS,35.00,0.02,0,35.50
,,,,,,,10,34.74
12602202,Pickled Banana Blossom (Jar),Tas,24x14 OZ,CS,38.00,0.03,0,44.50
12602204,Banana Blossom In Brine (Can),Tas,24x17 OZ,CS,35.00,0.02,0,43.00
12602310,Bird's Nest Beverage,Chang Shew,4x6x2.5 FL.OZ,CS,13.00,0.01,0,101.50
,,,,,,,5,97.54
12602312,Bird's Nest Beverage Ginseng and Cordyceps,Chang Shew,4,CS,13.00,0.01,0,125.75
,,,,,,,3,120.97
12602342,Bird's Nest Beverage Pandan Flavor,Bwell,24x8.45 OZ,CS,25.00,0.02,0,77.25
12602342X,Bird's Nest Beverage Pandan Flavor,Bwell,1x8.45 OZ,BT,1.00,0.00,0,0.00
12602344,Bird's Nest Beverage Coconut Flavor,Bwell,24x8.45 OZ,CS,25.00,0.02,0,77.25
12602344X,Bird's Nest Beverage Coconut Flavor,Bwell,1x8.45 OZ,BT,1.00,0.00,0,0.00
12602346,Bird's Nest Beverage Honey Flavor,Bwell,24x8.45 OZ,CS,25.00,0.02,0,77.25
12602346X,Bird's Nest Beverage Honey Flavor,Bwell,1x8.45 OZ,BT,1.00,0.00,0,0.00
12602348,Bird's Nest Beverage Rock Sugar Flavor,Bwell,24x8.45 OZ,CS,25.00,0.02,0,77.25
12602348X,Bird's Nest Beverage Rock Sugar Flavor,Bwell,1x8.45 OZ,BT,1.00,0.00,0,0.00
12602350,Bird's Nest Beverage Lychee Flavor,Bwell,24x8.45 OZ,CS,25.00,0.02,0,77.25
12602350X,Bird's Nest Beverage Lychee Flavor,Bwell,1x8.45 OZ,BT,1.00,0.00,0,0.00
12602352,Bird's Nest Beverage Sugar-Free Xylitol,Bwell,24x8.45 OZ,CS,25.00,0.02,0,77.25
12602352X,Bird's Nest Beverage Sugar-Free Xylitol,Bwell,1x8.45 OZ,BT,1.00,0.00,0,0.00
12602800,Pennywort Drink,Teptip,24x310 ML,CS,19.00,0.01,0,16.25
12707000,Fish Ball (S) -F-,Kai Zen,40x180 G,CS,18.00,0.02,0,62.75
,,,,,,,3,62.19
12707010,Fish Ball (M) -F-,Kai Zen,40x180 G,CS,18.00,0.02,0,62.75
,,,,,,,3,62.19
12707020,Fish Ball (L) -F-,Kai Zen,40x180 G,CS,18.00,0.02,0,62.75
,,,,,,,3,62.19
12707030,Fish Ball (Rugby) -F-,Kai Zen,40x180 G,CS,18.00,0.02,0,62.75
,,,,,,,3,62.19
12707040,Steamed Fish Ball (Roll) -F-,Kai Zen,40x180 G,CS,18.00,0.02,0,62.75
,,,,,,,3,62.19
12707048,Fish Ball W/Seaweed -F-,Kai Zen,40x180 G,CS,18.00,0.02,0,69.75
,,,,,,,3,69.23
12707050,Fried Fish Cake -F-,Kai Zen,40x180 G,CS,18.00,0.02,0,62.75
,,,,,,,3,62.19
12707070,Assorted Seafood Ball -F-,Kai Zen,40x180 G,CS,18.00,0.02,0,62.75
,,,,,,,3,62.19
12707970,Shrimp Ball -F-,Kai Zen,40x180 G,CS,18.00,0.02,0,69.75
,,,,,,,3,69.23
12801626,Stew Cooking Pot (16-26 CM),Crocodile,1x16-26 CM,CS,8.00,0.03,0,53.75
12801932,Stew Cooking Pot (16-32 CM),Crocodile,1x16-32 CM,CS,15.00,0.07,0,87.50
12803526,Euro Cooking & Stew Pot (18-26 CM),Crocodile,1x18-26 CM,CS,10.00,0.04,0,74.25
12805124,Steamer (24 CM),Crocodile,1x24 CM,CS,3.00,0.02,0,31.25
12805126,Steamer (26 CM),Crocodile,1x26 CM,CS,4.00,0.03,0,36.25
12805128,Steamer (28 CM),Crocodile,1x28 CM,CS,5.00,0.04,0,41.25
12805130,Steamer (30 CM),Crocodile,1x30 CM,CS,5.00,0.04,0,46.25
12805132,Steamer (32 CM),Crocodile,1x32 CM,CS,6.00,0.04,0,51.25
12805134,Steamer (34 CM),Crocodile,1x34 CM,CS,7.00,0.06,0,56.50
12805136,Steamer (36 CM),Crocodile,1x36 CM,CS,8.00,0.06,0,61.50
12805140,Steamer (40 CM),Crocodile,1x40 CM,CS,9.00,0.08,0,66.50
12805144,Steamer (44 CM),Crocodile,1x44 CM,CS,10.00,0.09,0,78.50
12900010,Soy Sauce W/Mushroom (L),Healthyboy,12x700 ML,CS,36.00,0.02,0,38.50
,,,,,,,56,37.77
,,,,,,,112,37.04
12900014,Soy Sauce W/Mushroom (M),Healthyboy,12x300 ML,CS,17.00,0.01,0,24.25
12900016,Thin Soy Sauce,DSB,12x21.8 FL.OZ,CS,22.00,0.02,0,22.75
12900030,Thin Soy Sauce (A),Healthyboy,12x700 ML,CS,36.00,0.02,0,34.50
,,,,,,,5,33.78
12900031,Thin Soy Sauce (D),Healthyboy,12x700 ML,CS,35.00,0.02,0,24.00
12900032,Black Soy Sauce (A),Healthyboy,12x970 G,CS,40.00,0.02,0,36.50
,,,,,,,5,35.84
12900034,Black Soy Sauce (B),Healthyboy,12x970 G,CS,39.00,0.02,0,33.50
,,,,,,,5,32.86
12900036,Black Soy Sauce (D),Healthyboy,12x960 G,CS,39.00,0.02,0,27.50
12900038,Sweet Soy Sauce,Healthyboy,12x970 G,CS,37.00,0.02,0,35.50
,,,,,,,20,34.83
,,,,,,,56,34.15
12900040,Sweet Soy Sauce,DSB,12x21.3 FL.OZ,CS,25.00,0.02,0,25.25
12900041,Black Soy Sauce,DSB,12x21.3 FL.OZ,CS,25.00,0.02,0,30.25
12900060,Oyster Sauce,Healthyboy,12x850 G,CS,34.00,0.02,0,35.00
12900070,Soy Bean Paste (A),Healthyboy,12x810 G,CS,36.00,0.02,0,30.50
13107400,Durian Ice Bar -F-,Tropi. Ice,6x4x2.7 FL.OZ,CS,5.00,0.01,0,21.25
,,,,,,,2,20.06
,,,,,,,5,18.85
13107402,Red Bean Ice Bar -F-,Tropi. Ice,6x4x2.7 FL.OZ,CS,5.00,0.01,0,21.25
,,,,,,,2,20.06
,,,,,,,5,18.85
13107404,Pandan with Coconut Jelly Ice Bar -F-,Tropi. Ice,6x4x2.7 FL.OZ,CS,5.00,0.01,0,21.25
,,,,,,,2,20.06
,,,,,,,5,18.85
13107406,Taro Ice Bar -F-,Tropi. Ice,6x4x2.7 FL.OZ,CS,5.00,0.01,0,21.25
,,,,,,,2,20.06
,,,,,,,5,18.85
13107409,Jackfruit Ice Bar -F-,Tropi. Ice,6x4x2.7 FL.OZ,CS,5.00,0.01,0,21.25
,,,,,,,2,20.06
,,,,,,,5,18.85
13107412,Coconut Ice Bar -F-,Tropi. Ice,6x4x2.7 FL.OZ,CS,5.00,0.01,0,21.25
,,,,,,,2,20.06
,,,,,,,5,18.85
13107414,Lychee Ice Bar -F-,Tropi. Ice,6x4x2.7 FL.OZ,CS,5.00,0.01,0,21.25
